기준_월,기준_일,행정동_명,시군구_코드,행정동_코드,서비스인구,주거인구,직장인구,방문인구,총 인구
12,8,북부동,48250,4825055000,92680,74774.32756,7769.126259,10136.54619,92680
12,9,북부동,48250,4825055000,93014,75043.79913,7797.12462,10173.07625,93014
12,10,북부동,48250,4825055000,92988,75022.8223,7794.945107,10170.23259,92988
12,11,북부동,48250,4825055000,90270,72829.93686,7567.102151,9872.960986,90270
12,12,북부동,48250,4825055000,91182,73565.73948,7643.552768,9972.70775,91182
12,13,북부동,48250,4825055000,93083,75099.46841,7802.908713,10180.62288,93083
12,14,북부동,48250,4825055000,92684,74777.55476,7769.461568,10136.98367,92684
12,15,북부동,48250,4825055000,92182,74372.5406,7727.380198,10082.0792,92182
12,16,북부동,48250,4825055000,88214,71171.15377,7394.752954,9648.09328,88214
12,17,북부동,48250,4825055000,88264,71211.49382,7398.944325,9653.561853,88264
12,18,북부동,48250,4825055000,88594,71477.73819,7426.607378,9689.654432,88594
12,19,북부동,48250,4825055000,91055,73463.27574,7632.906684,9958.817575,91055
12,20,북부동,48250,4825055000,92774,74850.16686,7777.006037,10146.8271,92774
12,21,북부동,48250,4825055000,92591,74702.52226,7761.665617,10126.81213,92591
12,22,북부동,48250,4825055000,92509,74636.36457,7754.791768,10117.84367,92509
12,23,북부동,48250,4825055000,92394,74543.58244,7745.151613,10105.26595,92394
12,24,북부동,48250,4825055000,91956,74190.20355,7708.435199,10057.36125,91956
12,25,북부동,48250,4825055000,90013,72622.58898,7545.558501,9844.852522,90013
12,26,북부동,48250,4825055000,91907,74150.67029,7704.327655,10052.00205,91907
12,27,북부동,48250,4825055000,92892,74945.36939,7786.897674,10159.73293,92892
12,28,북부동,48250,4825055000,92123,74324.93933,7722.43438,10075.62629,92123
12,29,북부동,48250,4825055000,92181,74371.7338,7727.296371,10081.96983,92181
12,30,북부동,48250,4825055000,91178,73562.51228,7643.217458,9972.270264,91178
12,31,북부동,48250,4825055000,90535,73043.73916,7589.31642,9901.94442,90535
12,1,불암동,48250,4825060000,10174,6236.306717,2021.110604,1916.582679,10174
12,2,불암동,48250,4825060000,10353,6346.027466,2056.669755,1950.302779,10353
12,3,불암동,48250,4825060000,10358,6349.092291,2057.663027,1951.244681,10358
12,4,불암동,48250,4825060000,9405,5764.936571,1868.345315,1771.718114,9405
12,5,불암동,48250,4825060000,8980,5504.426412,1783.917164,1691.656424,8980
12,6,불암동,48250,4825060000,10471,6418.357345,2080.110983,1972.531672,10471
12,7,불암동,48250,4825060000,10440,6399.355428,2073.952694,1966.691878,10440
12,8,불암동,48250,4825060000,9890,6062.224634,1964.692734,1863.082632,9890
12,9,불암동,48250,4825060000,9924,6083.065447,1971.446986,1869.487567,9924
12,10,불암동,48250,4825060000,9848,6036.480101,1956.349246,1855.170653,9848
12,11,불암동,48250,4825060000,8448,5178.32899,1678.232985,1591.438026,8448
12,12,불암동,48250,4825060000,8316,5097.417599,1652.010594,1566.571806,8316
12,13,불암동,48250,4825060000,9658,5920.016736,1918.604896,1819.378368,9658
12,14,불암동,48250,4825060000,9531,5842.170171,1893.375778,1795.454051,9531
12,15,불암동,48250,4825060000,9712,5953.11685,1929.332238,1829.550912,9712
12,16,불암동,48250,4825060000,10024,6144.361955,1991.312433,1888.325612,10024
12,17,불암동,48250,4825060000,9978,6116.165561,1982.174328,1879.660111,9978
12,18,불암동,48250,4825060000,9244,5666.249193,1836.361945,1741.388862,9244
12,19,불암동,48250,4825060000,8772,5376.929675,1742.597034,1652.473291,8772
12,20,불암동,48250,4825060000,9924,6083.065447,1971.446986,1869.487567,9924
12,21,불암동,48250,4825060000,10031,6148.65271,1992.703015,1889.644275,10031
12,22,불암동,48250,4825060000,9948,6097.776609,1976.214694,1874.008698,9948
12,23,불암동,48250,4825060000,9773,5990.50772,1941.450161,1841.042119,9773
12,24,불암동,48250,4825060000,9853,6039.544926,1957.342519,1856.112555,9853
12,25,불암동,48250,4825060000,8682,5321.762818,1724.718131,1635.51905,8682
12,26,불암동,48250,4825060000,8557,5245.142183,1699.886322,1611.971494,8557
12,27,불암동,48250,4825060000,9963,6106.971085,1979.194511,1876.834404,9963
12,28,불암동,48250,4825060000,9859,6043.222717,1958.534445,1857.242838,9859
12,29,불암동,48250,4825060000,9898,6067.128355,1966.28197,1864.589675,9898
12,30,불암동,48250,4825060000,10147,6219.75666,2015.746934,1911.496407,10147
12,31,불암동,48250,4825060000,9705,5948.826094,1927.941657,1828.232249,9705
12,1,삼안동,48250,4825059000,41015,31327.49674,5001.95845,4685.544812,41015
12,2,삼안동,48250,4825059000,40814,31173.97176,4977.445622,4662.582615,40814
12,3,삼안동,48250,4825059000,40985,31304.58256,4998.299819,4682.117619,40985
12,4,삼안동,48250,4825059000,39699,30322.32825,4841.4665,4535.205254,39699
12,5,삼안동,48250,4825059000,39347,30053.46859,4798.538562,4494.99285,39347
12,6,삼안동,48250,4825059000,40523,30951.70426,4941.9569,4629.338838,40523
12,7,삼안동,48250,4825059000,40896,31236.60384,4987.44588,4671.950278,40896
12,8,삼안동,48250,4825059000,38288,29244.5982,4669.388885,4374.012917,38288
12,9,삼안동,48250,4825059000,38287,29243.83439,4669.266931,4373.898677,38287
12,10,삼안동,48250,4825059000,38169,29153.7053,4654.876315,4360.418382,38169
12,11,삼안동,48250,4825059000,37687,28785.55089,4596.09431,4305.354805,37687
12,12,삼안동,48250,4825059000,37600,28719.09978,4585.484279,4295.415944,37600
12,13,삼안동,48250,4825059000,38402,29331.67206,4683.291683,4387.036252,38402
12,14,삼안동,48250,4825059000,38186,29166.69,4656.94954,4362.360458,38186
12,15,삼안동,48250,4825059000,38310,29261.40193,4672.071882,4376.526192,38310
12,16,삼안동,48250,4825059000,40484,30921.91583,4937.20068,4624.883486,40484
12,17,삼안동,48250,4825059000,40672,31065.51133,4960.128101,4646.360566,40672
12,18,삼안동,48250,4825059000,40207,30710.34161,4903.41932,4593.239065,40207
12,19,삼안동,48250,4825059000,39496,30167.27566,4816.709763,4512.014578,39496
12,20,삼안동,48250,4825059000,40503,30936.42814,4939.517813,4627.054042,40503
12,21,삼안동,48250,4825059000,40570,30987.60314,4947.688756,4634.708108,40570
12,22,삼안동,48250,4825059000,40269,30757.69758,4910.980491,4600.321932,40269
12,23,삼안동,48250,4825059000,40153,30669.0961,4896.833784,4587.070117,40153
12,24,삼안동,48250,4825059000,39911,30484.25508,4867.320826,4559.424089,39911
12,25,삼안동,48250,4825059000,39601,30247.47527,4829.514972,4524.009755,39601
12,26,삼안동,48250,4825059000,38512,29415.69071,4696.706664,4399.602629,38512
12,27,삼안동,48250,4825059000,40184,30692.77408,4900.614369,4590.61155,40184
12,28,삼안동,48250,4825059000,39958,30520.15396,4873.052682,4564.793359,39958
12,29,삼안동,48250,4825059000,39687,30313.16258,4840.003048,4533.834377,39687
12,30,삼안동,48250,4825059000,39793,30394.12599,4852.930211,4545.943794,39793
12,31,삼안동,48250,4825059000,39656,30289.48459,4836.222462,4530.292943,39656
12,1,상동면,48250,4825036000,12940,4122.237358,5473.343079,3344.419563,12940
12,2,상동면,48250,4825036000,12926,4117.777441,5467.421378,3340.80118,12926
12,3,상동면,48250,4825036000,12883,4104.079126,5449.233299,3329.687576,12883
12,4,상동면,48250,4825036000,9892,3151.249764,4184.104307,2556.645929,9892
12,5,상동면,48250,4825036000,8551,2724.053451,3616.890005,2210.056544,8551
12,6,상동면,48250,4825036000,12867,4098.982078,5442.465641,3325.552281,12867
12,7,상동면,48250,4825036000,13033,4151.863948,5512.680088,3368.455963,13033
12,8,상동면,48250,4825036000,13008,4143.899811,5502.105623,3361.994565,13008
12,9,상동면,48250,4825036000,12958,4127.971537,5480.956694,3349.07177,12958
12,10,상동면,48250,4825036000,13142,4186.587586,5558.784756,3396.627658,13142
12,11,상동면,48250,4825036000,10404,3314.355292,4400.66935,2688.975358,10404
12,12,상동면,48250,4825036000,8412,2679.772848,3558.09598,2174.131172,8412
12,13,상동면,48250,4825036000,13192,4202.51586,5579.933686,3409.550454,13192
12,14,상동면,48250,4825036000,13008,4143.899811,5502.105623,3361.994565,13008
12,15,상동면,48250,4825036000,12777,4070.311184,5404.397567,3302.291249,12777
12,16,상동면,48250,4825036000,12789,4074.13397,5409.47331,3305.39272,12789
12,17,상동면,48250,4825036000,12901,4109.813304,5456.846913,3334.339782,12901
12,18,상동면,48250,4825036000,9676,3082.43962,4092.74093,2500.819451,9676
12,19,상동면,48250,4825036000,7939,2529.091375,3358.027102,2051.881523,7939
12,20,상동면,48250,4825036000,12993,4139.121329,5495.760944,3358.117727,12993
12,21,상동면,48250,4825036000,13230,4214.621348,5596.006873,3419.371779,13230
12,22,상동면,48250,4825036000,13203,4206.02008,5584.58645,3412.393469,13203
12,23,상동면,48250,4825036000,13228,4213.984218,5595.160915,3418.854867,13228
12,24,상동면,48250,4825036000,12841,4090.699375,5431.468197,3318.832427,12841
12,25,상동면,48250,4825036000,8817,2808.791869,3729.402313,2278.805818,8817
12,26,상동면,48250,4825036000,7370,2347.827614,3117.352279,1904.820107,7370
12,27,상동면,48250,4825036000,12666,4034.950416,5357.446942,3273.602642,12666
12,28,상동면,48250,4825036000,13127,4181.809104,5552.440077,3392.750819,13127
12,29,상동면,48250,4825036000,13278,4229.912492,5616.309845,3431.777663,13278
12,30,상동면,48250,4825036000,13113,4177.349187,5546.518376,3389.132437,13113
12,31,상동면,48250,4825036000,12361,3937.787943,5228.43847,3194.773587,12361
12,1,생림면,48250,4825035000,12397,4520.419879,4778.068947,3098.511174,12397
12,2,생림면,48250,4825035000,12547,4575.11561,4835.882156,3136.002235,12547
12,3,생림면,48250,4825035000,12715,4636.374829,4900.632949,3177.992222,12715
12,4,생림면,48250,4825035000,10668,3889.960415,4111.675367,2666.364218,10668
12,5,생림면,48250,4825035000,9370,3416.66002,3611.398406,2341.941575,9370
12,6,생림면,48250,4825035000,12472,4547.767744,4806.975551,3117.256704,12472
12,7,생림면,48250,4825035000,12497,4556.8837,4816.611086,3123.505214,12497
12,8,생림면,48250,4825035000,12543,4573.657057,4834.34047,3135.002473,12543
12,9,생림면,48250,4825035000,12835,4680.131414,4946.883515,3207.985071,12835
12,10,생림면,48250,4825035000,12668,4619.236833,4882.518143,3166.245023,12668
12,11,생림면,48250,4825035000,10402,3792.966651,4009.153278,2599.88007,10402
12,12,생림면,48250,4825035000,8922,3253.302102,3438.729624,2229.968274,8922
12,13,생림면,48250,4825035000,12443,4537.193236,4795.798331,3110.008433,12443
12,14,생림면,48250,4825035000,12620,4601.734199,4864.017917,3154.247884,12620
12,15,생림면,48250,4825035000,12648,4611.944069,4874.809716,3161.246215,12648
12,16,생림면,48250,4825035000,12097,4411.028416,4662.442531,3023.529053,12097
12,17,생림면,48250,4825035000,12449,4539.381065,4798.110859,3111.508075,12449
12,18,생림면,48250,4825035000,9450,3445.831076,3642.232117,2361.936807,9450
12,19,생림면,48250,4825035000,8230,3000.972461,3172.018023,2057.009515,8230
12,20,생림면,48250,4825035000,12743,4646.584699,4911.424748,3184.990553,12743
12,21,생림면,48250,4825035000,12637,4607.933049,4870.57008,3158.496871,12637
12,22,생림면,48250,4825035000,12932,4715.50132,4984.26939,3232.22929,12932
12,23,생림면,48250,4825035000,12608,4597.358541,4859.39286,3151.248599,12608
12,24,생림면,48250,4825035000,12647,4611.579431,4874.424294,3160.996275,12647
12,25,생림면,48250,4825035000,9052,3300.705069,3488.834404,2262.460527,9052
12,26,생림면,48250,4825035000,8135,2966.331831,3135.402992,2033.265177,8135
12,27,생림면,48250,4825035000,12389,4517.502773,4774.985576,3096.511651,12389
12,28,생림면,48250,4825035000,12409,4524.795537,4782.694004,3101.510459,12409
12,29,생림면,48250,4825035000,12357,4505.83435,4762.652092,3088.513558,12357
12,30,생림면,48250,4825035000,12223,4456.97283,4711.005626,3055.021544,12223
12,31,생림면,48250,4825035000,11429,4167.450092,4404.981044,2856.568864,11429
12,1,장유1동,48250,4825061000,56529,39211.90623,5639.37231,11677.72146,56529
12,2,장유1동,48250,4825061000,56618,39273.64197,5648.251012,11696.10702,56618
12,3,장유1동,48250,4825061000,57114,39617.69733,5697.732317,11798.57035,57114
12,4,장유1동,48250,4825061000,57977,40216.32591,5783.825796,11976.84829,57977
12,5,장유1동,48250,4825061000,61625,42746.7976,6147.752811,12730.44959,61625
12,6,장유1동,48250,4825061000,57243,39707.17947,5710.601447,11825.21908,57243
12,7,장유1동,48250,4825061000,56953,39506.01807,5681.670845,11765.31108,56953
12,8,장유1동,48250,4825061000,57334,39770.30253,5719.67967,11844.0178,57334
12,9,장유1동,48250,4825061000,57519,39898.62963,5738.135398,11882.23497,57519
12,10,장유1동,48250,4825061000,57585,39944.41119,5744.719604,11895.8692,57585
12,11,장유1동,48250,4825061000,58910,40863.5107,5876.902525,12169.58678,58910
12,12,장유1동,48250,4825061000,63345,43939.8928,6319.341206,13085.76599,63345
12,13,장유1동,48250,4825061000,58326,40458.41326,5818.642279,12048.94447,58326
12,14,장유1동,48250,4825061000,57715,40034.58699,5757.688494,11922.72451,57715
12,15,장유1동,48250,4825061000,57697,40022.10111,5755.892802,11919.00608,57697
12,16,장유1동,48250,4825061000,56948,39502.54977,5681.172042,11764.27819,56948
12,17,장유1동,48250,4825061000,57283,39734.92587,5714.591874,11833.48225,57283
12,18,장유1동,48250,4825061000,59113,41004.32368,5897.153946,12211.52238,59113
12,19,장유1동,48250,4825061000,63654,44154.23374,6350.16726,13149.599,63654
12,20,장유1동,48250,4825061000,58036,40257.25185,5789.711677,11989.03647,58036
12,21,장유1동,48250,4825061000,57634,39978.40053,5749.607878,11905.99159,57634
12,22,장유1동,48250,4825061000,57549,39919.43943,5741.128219,11888.43235,57549
12,23,장유1동,48250,4825061000,58068,40279.44897,5792.90402,11995.64701,58068
12,24,장유1동,48250,4825061000,57698,40022.79477,5755.992563,11919.21266,57698
12,25,장유1동,48250,4825061000,60219,41771.51164,6007.489274,12439.99909,60219
12,26,장유1동,48250,4825061000,62240,43173.3985,6209.105638,12857.49586,62240
12,27,장유1동,48250,4825061000,58073,40282.91727,5793.402823,11996.6799,58073
12,28,장유1동,48250,4825061000,58036,40257.25185,5789.711677,11989.03647,58036
12,29,장유1동,48250,4825061000,57777,40077.59391,5763.873657,11935.53243,57777
12,30,장유1동,48250,4825061000,57941,40191.35415,5780.234411,11969.41143,57941
12,31,장유1동,48250,4825061000,57560,39927.06969,5742.225587,11890.70472,57560
12,1,장유2동,48250,4825062000,39661,27386.01287,4867.286369,7407.700766,39661
12,2,장유2동,48250,4825062000,39212,27075.97732,4812.184088,7323.838593,39212
12,3,장유2동,48250,4825062000,39950,27585.56804,4902.753093,7461.678868,39950
12,4,장유2동,48250,4825062000,38223,26393.07052,4690.811802,7139.117682,38223
12,5,장유2동,48250,4825062000,38240,26404.80906,4692.89808,7142.292864,38240
12,6,장유2동,48250,4825062000,39133,27021.42764,4802.489031,7309.083333,39133
12,7,장유2동,48250,4825062000,39429,27225.81633,4838.814811,7364.368863,39429
12,8,장유2동,48250,4825062000,39803,27484.0642,4884.712926,7434.222878,39803
12,9,장유2동,48250,4825062000,39714,27422.60949,4873.790647,7417.599864,39714
12,10,장유2동,48250,4825062000,40650,28068.91967,4988.658654,7592.421677,40650
12,11,장유2동,48250,4825062000,38357,26485.59783,4707.256581,7164.145591,38357
12,12,장유2동,48250,4825062000,38299,26445.54869,4700.138691,7153.312615,38299
12,13,장유2동,48250,4825062000,39405,27209.24427,4835.869478,7359.886253,39405
12,14,장유2동,48250,4825062000,39602,27345.27323,4860.045757,7396.681015,39602
12,15,장유2동,48250,4825062000,40156,27727.81152,4928.033873,7500.154609,40156
12,16,장유2동,48250,4825062000,39943,27580.73452,4901.894038,7460.37144,39943
12,17,장유2동,48250,4825062000,40753,28140.04141,5001.299044,7611.659547,40753
12,18,장유2동,48250,4825062000,38901,26861.2311,4774.017474,7265.751431,38901
12,19,장유2동,48250,4825062000,38342,26475.24029,4705.415747,7161.343959,38342
12,20,장유2동,48250,4825062000,39052,26965.49695,4792.548531,7293.954522,39052
12,21,장유2동,48250,4825062000,39305,27140.19404,4823.597255,7341.208709,39305
12,22,장유2동,48250,4825062000,39993,27615.25964,4908.030149,7469.710212,39993
12,23,장유2동,48250,4825062000,39889,27543.4474,4895.267037,7450.285566,39889
12,24,장유2동,48250,4825062000,39756,27451.61059,4878.944981,7425.444433,39756
12,25,장유2동,48250,4825062000,39091,26992.42654,4797.334698,7301.238764,39091
12,26,장유2동,48250,4825062000,38533,26607.12624,4728.855693,7197.018068,38533
12,27,장유2동,48250,4825062000,39186,27058.02426,4808.99331,7318.982431,39186
12,28,장유2동,48250,4825062000,39128,27017.97512,4801.87542,7308.149456,39128
12,29,장유2동,48250,4825062000,39218,27080.12033,4812.920421,7324.959245,39218
12,30,장유2동,48250,4825062000,39170,27046.97622,4807.029754,7315.994024,39170
12,31,장유2동,48250,4825062000,39121,27013.14161,4801.016365,7306.842028,39121
12,1,장유3동,48250,4825063000,64011,53126.93588,3753.461448,7130.602675,64011
12,2,장유3동,48250,4825063000,64048,53157.64461,3755.631045,7134.724346,64048
12,3,장유3동,48250,4825063000,64203,53286.2893,3764.719897,7151.990807,64203
